13.08833333,11.834,8.713,12.03102267,12.225,11.395
13.2,11.22618181,8.953257219,12.03102267,14.25,9.515686275
11.9,10.83581817,9.184927536,12.674,13.32903226,10.12192843
9.9,10.64063635,10.39545455,14.855,12.46506757,10.06183525
7.875,10.44545453,8.668333333,13.73333333,12.26994253,9.953409091
9.35,10.25027271,12.11949265,11.82052632,10.91826916,10.91111111
7.2,11.09542803,11.99822991,15.3,10.67917929,9.45
8.275,11.22764065,11.87696718,16.241,11.2,7
8.966666667,11.57098039,11.75570444,15.73333333,11.64631958,10.08545455
8.783333333,11.34546738,11.51317896,15.05,11.48980779,11.43411111
5.95,11.32638276,11.61,14.215,11.0475,11.29497476
8.466666667,11.30729814,11.26257576,12.545,10.595,9.708472223
6.333333333,11.28821351,10.52402985,11.71,10.94201653,10.21349679
10.9,11.26912889,13.70944947,14.09653846,11.77291667,9.233333333
7.82,11.25004427,13.29458982,11.48862249,12.71863147,10.6480984
12.85,11.23095965,12.87973016,10.22125,12.52511146,10.63018096
9.066666667,11.21187503,12.67230033,12.96785714,12.33159145,10.61226352
5.9,9.762115385,12.4648705,21.6165,12.13807145,10.59434608
7.1,11.30631818,12.25744067,20.183,11.94455144,11.32236434
7.4125,11.09563093,12.05001084,18.7495,13.393,11.15325893
11.15,10.87851852,11.35264151,17.316,11.73418129,11.66426714
6.441666667,11.47666667,11.10622222,15.18866667,10.95172464,10.48684145
11.08,15.88266083,11.98611111,13.06133333,9.3078806,9.487449495
13.8,16.7713494,12.0268254,10.934,10.7834314,10.43308913
15.6,17.66003796,12.10634146,11.216375,10.77555556,10.56982932
8.466666667,19.4374151,13.43710112,11.6199835,10.20287138,11.9
10.88333333,9.999666667,13.30297404,10.78466667,12.34157879,12.7
7.625,11.76060606,12.63233865,12.73,15.79090909,11.26416667
7.385714286,11.62894433,12.49821157,13.31558824,12.03162339,11.25911765
7.15,13.60327377,12.36408449,13.32444444,11.92830492,11.62655204
9.85,14.05561405,12.22995742,17.16966667,11.72166798,10.64831224
10.89285714,14.96029463,13.06833333,17.23933333,12.94454545,8.7171875
11.72,15.41263491,11.955,17.37866666,11.541,10.18771162
13.35,7.47,12.38896576,15.45965909,10.33084839,9.91
8.76,7.838235294,12.30438693,13.47098485,10.8025,11.09209333
10.05,8.983480715,12.21980811,11.48231061,10.80428571,11.58045822
8.84,8.969434176,12.13522928,11.93821429,10.79180176,9.42989899
7.825,8.964751997,11.8814928,12.23747748,11.54424681,8.580229885
6.281818182,8.77877551,11.62775632,13.53954167,11.42816605,9.94367817
10.22816092,7.861578947,11.37401984,13.93142857,11.3120853,9.816076486
11.14634328,7.845714286,11.28944101,14.85607143,11.25404492,11.10195906
10.74924242,8.37875,12.31808478,17.63,11.13796416,12.70978632
10.2877193,9.49387097,12.15292877,11.83546296,10.43571429,11.48380952
8.535483871,7.814285714,12.07035076,12.44789474,11.79465267,10.41842105
9.445,7.715714286,11.98777275,12.66860179,10.18798112,10.82868852
8.9725,7.791538462,11.3271487,12.3975,10.123,11.24176344
9.13627451,7.891818182,11.2445707,13.57957751,10.903,10.6666497
9.147727273,6.290760486,11.7745,18.57708334,10.73168151,10.60274817
9.271212121,5.650138389,13.68846282,18.40277778,10.67364113,11.27891892
10.65,5.009516292,13.68846282,18.05416667,8.314255319,11.78439024
7.1,4.368894195,13.68846282,8.9275,7.391428571,10.91188107
9.6,7.598333333,13.68846282,15.40559524,17.56666667,11.89230769
16.1,7.5975,13.68846282,15.86111111,10.45626141,10.68228339
15.8,7.723846154,13.68846282,15.68172202,10.51197163,11.27
11.5,7.765405983,13.68846282,7.545,11.32359543,11.28676
8.025,7.828162394,13.68846282,8.132222222,11.06907389,11.28676
14.93333333,7.890918804,13.68846282,8.746925926,11.12478412,11.28676
7.6625,7.953675215,13.68846282,10.49274074,8.666041667,11.28676
15.7,8.079188036,13.68846282,12.23855556,7.540714286,11.28676
12.95,7.45,13.68846282,13.98437037,7.629078947,11.28676
12.4,7.55,13.68846282,15.73018519,10.3804,10.97868
10.23333333,7.133333333,13.68846282,10.96175,10.02541935,10.97868
8.9,5.8,13.68846282,5.7725,10.22225146,10.97868
8.028571429,5.641666667,13.68846282,7.634083333,6.780952381,10.97868
15.025,5.105,17.3,9.495666667,6.725,10.97868
13.86666667,7.858809524,17.3,13.21883333,9.454836525,10.97868
16.1,6.61,17.3,16.942,8.322570162,10.97868
13.82,6.85,17.3,12.47454338,6.766,10.98878432
15.9,5.486666667,17.3,7.14952381,7.031333333,10.98878432
16.2,4.695952381,17.3,9.233333334,7.346904762,10.98878432
16.1,3.905238095,17.3,13.40095238,7.36962963,10.98878432
11.36659472,3,17.55,15.48476191,6.963,10.98878432
9.5,6.677777,17.55,17.56857143,6.343809524,10.98878432
16.65,6.677777,17.55,5.405384615,10.54089892,11.99874831
16.06666667,8.066667,17.55,7.136186813,8.76625,10.19703
16.725,10.64285714,17.2666667,14.0593956,5.17875,9.970642
16.3,12.75855856,17.856,18.150625,5.17,9.970642
17,16,17.77777,13.41902235,5.78568822,9.970642
