51.63,1.12,7.7
51.63,1.13,12.81666667
51.63,1.37,11.1745098
51.63,1.97,12.7
51.63,2.03,12.35
51.63,2.27,14.4
51.63,2.33,9.5
51.63,2.83,8.42
51.63,3.33,13.6
51.65,1.4,10.4880597
51.65,1.68,10.2
51.65,2,7.3
51.65,2.08,11.7
51.65,2.12,16.4
51.65,2.2,9.957142857
51.65,2.33,13
51.65,2.55,11.9
51.65,2.57,7.2
51.65,2.83,12.3
51.67,1.22,12.075
51.67,1.28,12.7
51.67,1.42,11.02727273
51.67,1.97,12.89090909
51.67,2.37,12.725
51.67,3,10.4
51.67,3.25,9.745454545
51.68,1.32,11.55
51.68,1.45,11.63333333
51.68,2.05,10.96666667
51.68,2.1,10.76666667
51.68,2.13,10.6375
51.68,2.33,12.22625239
51.68,3.32,12.1
51.68,3.45,12.2
51.7,1.07,16
51.7,1.18,12.15
51.7,2.08,7.7
51.7,2.33,8.5
51.7,2.45,7.5
51.7,2.7,9.8
51.7,2.85,11.3
51.72,1.48,10.09361702
51.72,2.67,10.63333333
51.72,3.1,8.8
51.73,1.38,6.9
51.73,1.97,6.2
51.73,2.33,10.68787879
51.73,2.78,12
51.73,2.8,6.4
51.73,2.83,11.5
51.75,2.65,11.6
51.75,2.67,6.4
51.75,2.75,6.8
51.75,2.77,10.75
51.75,2.78,13.4
51.75,2.83,12.1
51.75,2.87,11.2
51.75,3.33,7
51.75,3.48,5.8
51.75,3.5,6.4
51.75,3.83,11.5
51.77,1.4,12
51.77,2.33,6.2
51.77,2.67,11.4
51.77,2.75,10.9
51.77,2.77,11.6
51.77,2.8,12.2
51.77,2.82,8
51.77,2.83,11.7
51.77,3.33,9.72
51.77,3.55,12.22625239
51.78,1.68,8.46
51.78,1.83,10.26
51.78,2.8,6.1
51.78,2.83,11
51.78,2.92,8.4
51.78,2.98,13.8
51.78,3.18,6.5
51.78,3.65,11.99
51.8,1.8,9.12
51.8,1.83,11.4
51.8,1.9,7.2
51.8,2,12.4
51.8,2.3,8.9
51.8,2.33,12.91
51.8,2.67,8.06
51.8,2.68,12.9
51.8,2.78,12.7
51.8,2.8,11.63
51.8,2.88,6.82
51.8,3.27,12.8
51.8,3.33,12.79
51.8,3.58,6.3
51.8,3.63,9.4
51.8,3.67,9.4
51.82,2.12,6.15
51.82,2.43,13.3
51.82,2.55,11
51.82,3.6,6.1
51.82,3.62,5.4
51.83,1.33,9.6
51.83,1.42,9.7
51.83,1.83,10
51.83,2.03,5.6
51.83,2.33,11.2
51.83,2.35,11.1
51.83,2.83,13.7
51.83,3,6.7
51.83,3.03,6.2
51.83,3.33,6
51.83,3.52,12.2
51.83,3.58,5.8
51.83,3.67,7
51.85,1.67,12.22625239
51.85,1.83,11.6
51.85,2,11.2
51.85,2.08,10.4
51.85,2.12,13.6
51.85,2.22,11.6
51.85,2.32,13.79
51.85,2.33,12
51.85,2.4,6.9
51.85,2.43,8
51.85,2.62,13.3
51.85,2.8,12
51.85,2.88,12.6
51.85,3,6.6
51.85,3.4,9.594117647
51.85,3.67,13.3
51.85,3.72,7.6
51.87,1.67,9.02
51.87,1.72,9.52
51.87,1.83,7.5
51.87,1.93,7.9
51.87,1.98,11.6
51.87,2,12.4
51.87,2.05,10.1
51.87,2.17,13.79
51.87,2.2,13.7
51.87,2.22,13.4
51.87,2.3,13.5
51.87,2.33,10.1
51.87,2.4,13
51.87,2.43,7.45
51.87,2.62,10
51.87,2.67,13
51.87,3.08,8.3
51.87,3.33,7.2
51.87,3.35,6.2
51.87,3.37,12.22625239
51.87,3.4,13
51.87,3.5,9.18
51.87,3.55,11.4
51.87,3.6,8.550943396
51.87,3.83,6.8
51.88,1.33,6.8
51.88,1.58,12.2
51.88,1.67,6.9
51.88,1.83,13
51.88,1.93,11.9
51.88,1.98,11.4
51.88,2,10.1
51.88,2.02,7.6
51.88,2.1,6.6
51.88,2.17,9.25
51.88,2.18,9.15
51.88,2.22,5.5
51.88,2.28,14
51.88,2.33,11.4
51.88,2.42,8.849122807
51.88,2.47,14.09
51.88,2.67,15.6
51.88,2.73,7.6
51.88,3,13.8
51.88,3.12,9.45
51.88,3.17,6.6
51.88,3.33,6
51.88,3.4,5.9
51.88,3.42,6.55
51.88,3.43,10
51.88,3.48,7.8
51.9,1.4,4.1
51.9,1.5,5
51.9,1.53,13.9
51.9,1.95,12
51.9,2,5.55
51.9,2.05,10.6
51.9,2.23,5.5
51.9,2.3,7
51.9,2.32,6.4
51.9,2.33,10
51.9,2.37,6.1
51.9,2.42,12.2
51.9,2.43,14
51.9,2.5,7.2
51.9,2.53,9.4
51.9,2.57,10.6
51.9,2.6,8.1
51.9,2.67,15
51.9,2.7,6.62
51.9,2.73,14.4
51.9,2.83,8.9
51.9,2.85,6.62
51.9,2.88,11.35
51.9,2.97,12.4
51.9,3,6
51.9,3.07,8.015789474
51.9,3.1,8.2
51.9,3.2,13.66666667
51.9,3.3,10.5
51.9,3.33,10
51.9,3.4,10.1
51.9,3.47,13.2
51.9,3.5,10.8
51.9,3.58,6.6
51.9,3.6,12.3
51.9,3.67,13.1
51.9,3.7,14.795
51.9,3.75,12.7
51.92,1.33,14.79
51.92,1.42,14.7
51.92,1.83,13.6
51.92,2.33,6.7
51.92,2.4,13.5
51.92,2.5,9.06
51.92,2.6,12.22625239
51.92,2.62,7.9
51.92,2.63,14
51.92,2.67,10.2
51.92,2.7,12.9
51.92,2.72,6
51.92,2.73,8.06
51.92,2.82,14.4
51.92,2.83,8.5
51.92,2.92,8
51.92,2.98,12.6
51.92,3,10.18072289
51.92,3.2,5.9
51.92,3.33,7.5
51.92,3.42,6.2
51.92,3.48,14
51.92,3.55,14.5
51.92,3.65,12.85
51.92,3.67,11.51
51.92,3.68,13
51.92,3.77,12.2
51.92,3.83,5.2
51.92,3.87,13.8
51.92,4,12
51.93,1.33,6.125
51.93,1.37,12.79
51.93,1.4,11.5
51.93,1.42,12
51.93,1.43,15.4
51.93,1.45,6.1
51.93,2.33,11.9
51.93,2.5,6.15
51.93,2.67,13.6
51.93,2.83,6.82
51.93,2.9,13.4
51.93,3,10.06516854
51.93,3.07,7.2
51.93,3.08,6.15
51.93,3.27,6.7375
51.93,3.33,6.8
51.93,3.65,5.7
51.93,3.67,13.8
51.93,3.73,14.2
51.93,3.8,5.8
51.93,3.92,8.02
51.95,1.28,9.357894737
51.95,1.83,8.4
51.95,2.25,14.4
51.95,2.33,6
51.95,2.67,8
51.95,2.83,8.8
51.95,2.95,10.22282609
51.95,3,16.8
51.95,3.33,14.4
51.95,3.48,14
51.95,3.5,12.7
51.95,3.55,6
51.95,3.67,13
51.95,3.85,8.4
51.95,3.92,11
51.97,2.33,6.2
51.97,2.78,6.8
51.97,2.83,12.24208413
51.97,3,12.5
51.97,3.08,12.22625239
51.97,3.25,12.22625239
51.97,3.32,11.36
51.97,3.33,10
51.97,3.37,9
51.97,3.5,12.2
51.97,3.62,6.4
51.97,3.67,6.3
51.97,3.82,13.1
51.97,4,15.31
51.98,2.28,15
51.98,3.33,4.85
51.98,3.4,6.7
51.98,3.57,12.4
51.98,3.67,14.19
51.98,3.92,10.09156627
51.98,4,13.1
51.98,4.03,7.1
52,1.95,13.4
52,2.1,6
52,2.18,7.2
52,2.2,11.8
52,2.25,11.6
52,2.4,5.8
52,2.5,14.6
52,2.7,6.5
52,2.77,15.4
52,2.8,16.9
52,2.83,12.3
52,2.9,6.8
52,3,5.7
52,3.33,6.2
52,3.4,4.9
52,3.5,12
52,3.52,13
52,3.53,11.7631262
52,3.67,14.9
52,3.7,10.8
52,4,6
52.02,2.13,7.6
52.02,2.2,14.69
52.02,2.42,6.5
52.02,2.5,10.2
52.02,2.6,6.7
52.02,2.68,6.7
52.02,2.72,6.1
52.02,2.82,5.5
52.02,3.67,6.6
52.02,3.9,15
52.02,3.92,13.4
52.02,3.97,10
52.02,4,11.7
52.03,2,10.25
52.03,2.33,8.9
52.03,2.57,7.5
52.03,2.7,6.1
52.03,2.98,5.5
52.03,3,6.6
52.03,3.02,10.3
52.03,3.03,7.4
52.03,3.33,15.6
52.03,3.42,5.4
52.03,3.67,6
52.03,4,8.6
52.03,4.05,5.9
52.05,1.67,13.6
52.05,1.72,13.1
52.05,2,8.8
52.05,2.1,11.52
52.05,2.33,10.23488372
52.05,2.42,6.2
52.05,2.5,5.8
52.05,2.63,5.32
52.05,2.67,6.6
52.05,2.78,3.9
52.05,3,6.4
52.05,3.95,4.95
52.05,3.98,11.5
52.05,4,8.333333333
52.05,4.02,9.775
52.05,4.03,9.2
52.05,4.08,13.75
52.07,2.52,11.1
52.07,2.97,8.833333333
52.07,3,12.66666667
52.07,3.5,5.6
52.07,3.93,7.9
52.07,4,8.55
52.07,4.18,5.7
52.08,1.65,14.12
52.08,2.33,15.6
52.08,2.65,3.52
52.08,2.83,11
52.08,2.85,9.8
52.08,3.5,7
52.08,3.65,7.09
52.08,3.95,3.81
52.08,4.05,6.2
52.08,4.17,10.97
52.1,2.3,8.3
52.1,2.43,14.4
52.1,2.5,8.3
52.1,2.58,10.6
52.1,3.12,7.6
52.1,3.52,12.22625239
52.1,3.67,14.3
52.1,3.77,5.1
52.1,3.9,8.8
52.1,3.92,11.9
52.1,3.97,4.92
52.1,4.15,13.05
52.1,4.22,11.5
52.12,1.9,12.4
52.12,2.05,14.4
52.12,3.67,6.2
52.12,3.98,6.7
52.12,4,14.7
52.12,4.02,12.6
52.12,4.15,15
52.13,1.9,13.1
52.13,3.87,12.22625239
52.13,3.97,12.45212766
52.13,4.03,6.62
52.13,4.2,12.9
52.13,4.27,10.48684211
52.13,4.28,6.75
52.15,1.9,4.6
52.15,2.17,11
52.15,3.67,7.19
52.15,4.02,10.15
52.15,4.07,10.8
52.15,4.08,13.81855288
52.17,1.9,12.63333333
52.17,3.25,9
52.17,3.55,7.5
52.17,3.75,12.22625239
52.17,3.77,7.1
52.17,3.83,15.6
52.17,3.88,12.22625239
52.17,3.92,6.22
52.17,4.15,12.22625239
52.17,4.3,15.3
52.18,3.42,15.3
52.18,3.45,14
52.18,3.55,11.2
52.18,3.63,12.22625239
52.2,2.1,6.34
52.2,2.3,10
52.2,2.5,9.36
52.2,3.02,10.4
52.2,3.1,16.2
52.2,3.3,4.8
52.2,3.43,13.3
52.2,3.92,16.5
52.2,3.97,14.15
52.2,3.98,12.22625239
52.2,4.18,10.7
52.2,4.23,6.8
52.2,4.33,13.4
52.2,4.37,5.62
52.22,4.05,6.6
52.23,2.48,16
52.25,2.42,7.2
52.25,2.83,15.2
52.25,3.17,13.8
52.25,3.33,12.55
52.25,3.43,5.8
52.25,3.65,11.8
52.25,3.67,10.2
52.25,4,9.9
52.25,4.25,14.3
52.27,3.33,11.6
52.27,4,11.6
52.27,4.03,7.5
52.27,4.07,17.1
52.27,4.4,6.7
52.28,1.7,7
52.28,3.37,13.69
52.28,3.97,8
52.28,4.05,5.4
52.28,4.25,12.22625239
52.28,4.32,14.8
52.28,4.37,13
52.3,2.02,12.22625239
52.3,2.2,13.8
52.3,2.42,8.5
52.3,2.53,6
52.3,2.6,12.6
52.3,3.1,15.09
52.3,3.13,15.8
52.3,3.15,11.2
52.3,3.2,12.22625239
52.3,3.5,6.9
52.3,4.37,10.27666667
52.3,4.42,11.272
52.3,4.43,16.48
52.32,1.68,11
52.32,2.52,7.2
52.32,3.93,6.5
52.32,4,5.9
52.32,4.37,14.3
52.33,3.17,12.1
52.33,3.18,15.39
52.33,3.5,8.5
52.33,3.97,18
52.33,4,12.22625239
52.33,4.4,11.31866667
52.35,2.77,12.22625239
52.35,3.03,15.5
52.35,3.88,15.75
52.35,3.93,5.7
52.35,3.95,6.2
52.35,4.47,6.6
52.37,2.42,10.93963134
52.37,2.88,5.8
52.37,4.03,7.5
52.38,3.33,10.6
52.38,3.8,14.6
52.38,3.9,13.59
52.38,4.43,4.3
52.4,2.6,5.42
52.4,2.68,10.8
52.4,2.7,15.65
52.4,2.78,11.66666667
52.4,2.8,11.4
52.4,2.9,12.2893617
52.4,3.1,11.02222222
52.4,4.2,10.46666667
52.4,4.52,16.2
52.42,2.83,11.15
52.42,2.9,16.65
52.42,3.5,16.3
52.42,3.83,15.3
52.42,4.12,13.36666667
52.42,4.13,13.2
52.42,4.17,14.8
52.42,4.42,7.7
52.42,4.5,7.45
