51.65,3.13,6.7
51.73,3.17,6.93
51.75,3.18,6.91
51.75,3.4,6.48
51.77,3.05,7.68
51.77,3.22,6.95
51.78,3.25,6.86
51.78,3.45,6.45
51.8,3.27,6.82
51.82,3.5,6.42
51.8498,1.8098,13.8
51.8498,1.85,13.8
51.85,3.3,6.8
51.86,1.7798,13.3
51.8698,1.61,13.8
51.8698,2.0298,14.2
51.87,3.13,7.68
51.87,3.32,6.73
51.87,3.55,6.38
51.88,3.22,7.51
51.8898,2.16,14.5
51.9,3.3,7.39
51.9,4.35,6.96
51.9,4.37,6.97
51.9,4.38,7.98
51.9198,2.3698,14.5
51.92,3.33,7.25
51.93,1.33,8.35
51.93,1.37,8.41
51.93,1.47,8.05
51.93,3.35,7.26
51.93,3.43,7.33
51.93,3.47,7.28
51.9398,2.5298,14.3
51.95,2.6198,14.2
51.95,3.53,7.19
51.95,3.58,6.17
51.95,3.73,7.09
51.95,4.05,8.823529412
51.95,4.2,6.73
51.9598,2.7,14.2
51.97,1.53,7.53
51.97,1.55,7.575
51.97,2.74,14.2
51.97,3.65,6.19
51.97,3.82,7.01
51.97,4.05,8.8125
51.97,4.07,6.82
51.97,4.08,6.44
51.97,4.13,6.68
51.9798,2.8698,13.9
51.98,3.8,7.04
51.98,3.87,10.61
51.98,3.88,6.21
51.98,4.05,9.865
51.98,4.07,7.54
51.98,4.08,6.53
52,3.42,7.53
52,3.83,7.025
52,3.85,10.56
52,3.87,8.355
52,3.9,6.17
52,3.92,10.73
52,3.93,7.37
52,4,7.65
52,4.02,8.96
52,4.03,7.65
52.02,1.62,7.63
52.02,3.98,7.586666667
52.04,1.7598,9.9
52.04,1.82,10.2
52.0498,1.9298,10.2
52.0498,2.0498,13.5
52.0498,2.0798,16
52.0498,2.0898,10.5
52.0498,2.1198,10.8
52.0498,2.16,11.5
52.0498,2.17,11.5
52.0498,2.23,11.5
52.05,1.7,7.02
52.05,1.83,7.02
52.05,1.9,7.35
52.05,2.93,7.74
52.05,3.18,7.59
52.05,3.48,6.88
52.05,3.6,7.6
52.06,2.17,15.7
52.06,2.2698,12.7
52.06,2.2898,11.5
52.06,2.3098,12.1
52.06,2.3498,11.5
52.06,2.39,11.5
52.06,2.44,12.1
52.06,2.5298,11.4
52.0698,2.66,11.1
52.0698,2.75,13.2
52.0698,2.7798,10.8
52.0698,2.89,10.6
52.07,2.07,7.58
52.07,2.13,7.68
52.07,2.23,7.83
52.07,3.58,7.21
52.07,3.68,7.16
52.08,2.37,7.98
52.08,2.4,8.01
52.08,2.95,10.6
52.08,3.0098,10.5
52.09,2.93,16.2
52.09,3.17,10.2
52.09,3.18,13.8
52.09,3.22,10.2
52.0998,3.17,16.5
52.0998,3.2698,13.9
52.0998,3.3598,13.9
52.1,1.85,7.55
52.1,2.53,7.98
52.1,2.58,7.93
52.11,3.44,13.9
52.1198,3.3398,16.6
52.1198,3.65,13
52.12,1.97,7.61
52.12,3.9,9.57
52.13,3.6198,9.8
52.13,3.65,9.6
52.13,3.7898,12.9
52.13,3.88,6.93
52.13,3.97,8.9
52.1398,3.5898,17.1
52.1398,3.68,9.5
52.1398,3.74,14.5
52.1398,4.01,14.8
52.1398,4.03,17.4
52.1398,4.0398,8.7
52.1398,4.0598,12.83333333
52.1398,4.09,8.6
52.1398,4.13,8.3
52.15,3.8098,9
52.15,3.91,8.9
52.15,3.95,8.7
52.15,3.97,10.65
52.15,3.98,6.52
52.1598,3.7598,17.2
52.17,2.12,7.57
52.18,2.18,7.73
52.18,3.92,9.57
52.2,2.27,7.75
52.2,2.3,7.74
52.2,3.9,6.9
52.22,4,8.19
52.25,2.48,7.92
