51.63,2.4,13.2
51.65,2.55,10.98710382
51.67,2.48,9.2
51.7,2.4,6
51.73,2.48,16.5
51.73,2.87,17.4
51.75,2.72,7.7
51.75,2.98,17.1
51.77,2.42,8.8
51.77,2.8,12
51.78,2.68,18.4
51.8,2.53,10.8
51.8,2.75,9.9
51.82,2.52,15.3
51.82,2.88,8.9
51.83,2.5,14.1
51.83,3.12,4.8
51.85,1.6667,4
51.85,1.7,18.4
51.85,1.7167,10.7
51.85,2,13.04166667
51.85,2.3333,17.8
51.85,2.6667,18.5
51.85,2.67,18.2
51.85,2.9,14.7
51.8667,1.6667,12.96
51.8667,1.7167,11.92222222
51.8667,2,10.82
51.8667,2.3333,11.725
51.8667,2.6667,12.9
51.8667,3,12.7
51.87,2.8,6
51.88,2.73,7.5
51.88,3.12,6.7
51.8833,2.3333,9.675
51.8833,2.6667,14.43333333
51.8833,3,15.3
51.8833,3.3333,14.2
51.8833,3.6667,15.2
51.9,2.3333,17.6
51.9,2.52,16.8
51.9,2.6667,7.6
51.9,3,16.2
51.9,3.3333,6.9
51.9,3.4,8
51.9,3.6667,6.1
51.9167,1.3167,7.8
51.9167,1.3333,9.195454545
51.9167,1.35,14.6
51.9167,1.4167,11.23333333
51.9167,2.3333,17.65
51.9167,2.6667,11.76666667
51.9167,3,9.675
51.9167,3.3333,14.83333333
51.92,3.48,7.6
51.93,3.33,18.8
51.93,3.52,18.2
51.9333,1.3167,10.6
51.9333,1.3333,9.984615385
51.9333,1.35,14.2
51.9333,1.3667,10.7850249
51.9333,1.4,14.4
51.9333,1.4167,12.64849325
51.9333,1.4333,8.5
51.9333,1.45,14.8
51.9333,1.4833,6.35
51.9333,1.5,5.6
51.9333,1.5167,13
51.9333,1.6667,8.4
51.9333,2.4167,7.4
51.9333,2.6667,8.2
51.9333,3,8.425
51.9333,3.3333,10.53333333
51.9333,3.6667,7
51.95,3,8.2
51.95,3.12,8.2
51.95,3.23,15
51.95,3.3333,12.6
51.95,3.45,4.6
51.9667,2.6667,18.4
51.9667,3,13.15
51.9667,3.3333,9.85
51.9667,3.6667,16.05
51.9667,3.9167,6.9
51.97,3.48,7
51.97,3.63,19.5
51.97,3.72,19.1
51.98,2.75,13.7
51.98,3.42,6.6
51.9833,2.6667,12.8
51.9833,3.4833,8.9
51.9833,3.6667,7.54
51.9833,3.9167,16
51.9833,4,13
52,1.6667,5.75
52,2,5.6
52,2.3333,7.55
52,2.6,11.1
52,2.6667,6.6
52,3,6.3
52,3.3333,6.1
52,3.5,17.2
52,3.63,17.9
52,3.6667,11.04
52,3.87,14.5
52,3.9,4.3
52,3.9167,13.71666667
52,3.93,4.9
52,4,8.996618379
52.0025,2.5017,16.1
52.0025,3.002,16.7
52.0167,1.7167,17.9
52.0167,2,17.9
52.0167,2.3333,14.5
52.0167,2.6667,11.15
52.0167,3,10.35
52.0167,3.6667,13.15
52.0167,3.9167,11.51682045
52.0167,3.9333,13.15
52.0167,3.9667,13
52.0192,3.8012,17.5
52.02,2,16.6
52.02,3.88,4.6
52.03,3.2,16.5
52.0333,1.6667,10.15
52.0333,1.7167,12.35555556
52.0333,2,12.24029558
52.0333,2.3333,12.70925125
52.0333,2.6667,11.65
52.0333,3,11.82727273
52.0333,3.3333,11.1173913
52.0333,3.5833,7.6
52.0333,3.6667,10.61481481
52.0333,3.9,8.5
52.0333,3.9167,13.05875144
