15.253333336,4.0205824176022,5.67511607138214,8.98447798383316,11.17505636,12.03279989,11.61330725,12.15543655,15.0023254522284,10.1267592557778,6.01323280526667,5.67149880131295,-1.91666666666667,11.91388889,6.2,18.633333
15.012777780303,4.42789377291209,6.00360714281429,9.11126418955762,11.0932086814641,9.445,10.89285714,10.22816092,14.4559967809173,10.5122453672778,6.99685978931667,6.48508393309353,-0.366666666666665,12.27638889,7.2,18.3999997
14.7722222246061,4.83520512822198,6.33209821424643,9.23805039528208,11.1164848270733,13.0216854,11.72,11.14634328,13.9096681096061,10.8977314787778,7.98048677336667,7.2986690648741,1.18333333333333,12.63888889,8.2,18.1666664
14.5316666689091,5.24251648353187,6.66058928567857,9.36483660100653,5.7,8.466666667,11.71428571,10.74924242,16.3,11.2832175902778,8.96411375741667,0.9,2.73333333333333,13.00138889,9.2,17.9333331
14.2911111132121,5.64982783884176,6.98908035711071,5.9,6.441666667,10.88333333,13.35,10.2877193,10.65,14.93333333,8.9,8.16,4.28333333333333,13.36388889,10.2,17.6999998
14.0505555575152,6.05713919415165,7.31757142854286,7.1,10.7,7.625,8.76,8.535483871,7.1,7.6625,8.028571429,16.2,5.83333333333333,13.72638889,11.2,17.4666665
13.8100000018182,6.46445054946154,5.95,7.4125,7.51,5.75,10.05,9.445,9.6,15.7,15.025,16.1,7.38333333333333,14.08888889,12.2,17.2333332
13.5694444461212,5.4,8.466666667,11.65,11.08,7.566666667,10.12,8.9725,16.1,12.95,13.86666667,11.366594723777,8.93333333333333,14.45138889,13.2,16.9999999
13.3288888904242,9.9,6.333333333,10.96,13.8,7.385714286,8.84,9.13627451,15.8,12.4,16.1,12.1801798555576,10.4833333333333,14.81388889,14.2,16.7666666
13.0883333347273,7.875,10.9,11.15,15.6,15.8,7.825,9.147727273,7.025,10.23333333,13.82,12.9937649873381,12.0333333333333,15.17638889,15.2,16.5333333
12.8477777790303,9.35,7.82,8.425,15.2,7.15,6.281818182,9.271212121,11.5,11.75,15.9,12.63333333,13.5833333333333,15.53888889,16.3,16.3
12.6072222233333,7.2,7.583333333,12.83333333,14.6,6.65,7.325,8.675,8.025,16.6,16.2,9.5,15.15,16,17,16.0666667
13.2,8.275,12.85,14.4,14.3,9.85,6,8.987068966,6.985714286,16.66666667,17.1,17.7,16.65,16.06666667,18.3,15.8333334
10.26666667,8.966666667,12.9,14.6,15.1,14.6,15.9,8.994927536,8.616666667,15.1380787052778,18.8003835979167,16.2481055144604,18.25,16.725,19.2,15.6000001
11.9,8.783333333,13.6,14,14.7,15.1,15.4,8.60326087,6.6,15.5235648167778,19.7840105819667,17.061690646241,19.7833333333333,16.98888889,20.2,15.3666668
11.225,8.82,9.066666667,14.6,15,8.7,7.114285714,10.05128205,6.80739538256061,15.9090509282778,20.7676375660167,17.8752757780216,21.3333333333333,17.35138889,21.2,15.1333335
11.15,10.4,8.9125,8.5,14.3,11,8.675,10.01349206,6.26106671124942,16.2945370397778,21.7512645500667,18.6888609098022,22.8833333333333,17.71388889,22.2,14.9000002
12.3,12.2,8.6,8.5,6.76,7.055555556,8.533333333,10.58425926,5.71473803993823,16.6800231512778,22.7348915341167,19.5024460415827,24.4333333333333,18.07638889,23.2,14.6666669
12,11.8,11.5,9.366666667,9.1,8.625,14.8,9.017391304,5.16840936862704,17.0655092627778,23.7185185181667,20.3160311733633,25.9833333333333,18.43888889,24.2,14.4333336
11.7,12.1,12.1,10.75,8.488888889,7.783333333,8.55,8.578846154,4.62208069731585,17.4509953742778,24.7021455022167,21.1296163051439,27.5333333333333,18.80138889,25.2,14.2000003
11.7,12.2,12.6,12.1,9.15,12.2,12.5,9.365217391,4.07575202600466,17.8364814857778,25.6857724862667,21.9432014369245,29.0833333333333,19.16388889,26.2,13.966667
7.4,12.5741208791099,12.5734285714571,8,8,9.87126421900476,11,8.338666667,3.52942335469347,18.2219675972778,26.6693994703167,22.756786568705,30.6333333333333,19.52638889,27.2,13.7333337
9.96111111066667,12.9814322344198,12.9019196428893,11.7737745097712,11.5820077392578,9.87388670155931,10.2380602228312,8.61700212488312,2.98309468338229,18.6074537087778,27.6530264543667,23.5703717004856,32.1833333333333,19.88888889,28.2,13.5000004
