NaN,NaN,NaN,NaN,9.632753266,9.531410021,9.773321649,10.7714297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,9.36,9.889932165,9.558943535,9.597227757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,9.901206483,9.737579544,10.09139867,9.892051719,9.953633907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,9.42304242,10.21744323,10.10334405,9.698191721,11.28462966,11.61875,9.966666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,9.842222222,8.963170273,8.696775448,8.568462269,9.0825,2.2,10.92727172,6.891895601,9.821333333,NaN,NaN,NaN,NaN,NaN
NaN,NaN,7.72,9.777443979,8.959429824,9.306936391,6.5235,9.972083333,8.019034165,8.73637047,9.970747126,3,NaN,9.7,NaN,NaN,NaN
NaN,NaN,8.256242822,9.091107379,9.577126353,9.861679082,10.32373709,9.368115297,11.81,7.821326531,9.9,11.80953787,NaN,NaN,8,NaN,NaN
NaN,NaN,8.145674266,7.688285714,8.343481782,8.219242424,11.35142857,8.254914611,8.546666667,7.458333333,8.795066666,NaN,NaN,10.70833334,NaN,8.671428571,NaN
9.26,9.061316982,9.570030525,9.116491228,8.943907574,16.8,8.837076839,9.329768935,10.86258741,9.590043289,NaN,NaN,NaN,6.53,13.9,9.185555556,NaN
9.6,10.59525898,10.73794579,8.017750196,5.408,10.85,8.976310227,10.7,7.8,11.05137737,7.246666667,NaN,NaN,NaN,10.31904762,10.36369223,NaN
NaN,2.5,8.337129734,8.038876765,11.5,7.841692248,9.995101556,9.083333333,2.2,NaN,7.396984596,10.85625,NaN,NaN,11.02619223,8.783333334,NaN
NaN,10.43145938,10.99595379,11.98555556,10.4,8.236512623,9.380741044,10.905,8.780151515,11.29856719,9.29,9.842810718,6.45,8.605,9.061904762,NaN,NaN
12.92279112,11.39048036,12.72916667,NaN,7.783815148,9.479768935,8.685393939,13.06666667,2,9.081428571,7.1,10.75,9.7,14.2,10.22208333,NaN,NaN
10.9464011,10.08914459,9.925,NaN,NaN,9.657675083,10.72146936,11.16745566,9.688,NaN,NaN,15.49,8.633333333,12.9,10.75767508,NaN,NaN
11.16666667,10.31045286,10.11907574,8.116137568,12.92658965,11.282,10.47111111,8.275598754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.55818182,NaN,14.05,8.5,NaN,10.67564144,9.944545455,10.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,13.9,10.43,NaN,12.05063003,11.40083333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,9,3.8,NaN,NaN,8.638333333,10.46481616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,10.9,NaN,NaN,12.25655483,10.24328565,11.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,14.40181818,14.14833333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,12.78357143,12.4075,12.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,12.17853862,8.946666667,8.65,9.266666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
