NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,12.34444444,4.7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.26,NaN,15.645,7.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.6,NaN,4.9,5.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,7.633333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.92279112,5.9,NaN,11.234,13.2,NaN,8.713,NaN,12.225,NaN,10.70970222
10.9464011,10.26666667,10.65,10.1065625,10.26666667,NaN,8.742244898,NaN,12.06288889,NaN,10.17572393
11.16666667,9.8,11.55,10.19076923,11.9,NaN,8.713,12.674,11.4437963,NaN,10.0361119
11.55818182,8.486666667,11.078,10.31384615,11.225,NaN,11.68005525,11.39660526,10.08960592,NaN,NaN
NaN,NaN,16.19333333,10.5,11.15,NaN,10.55571429,11.10714385,9.909055118,NaN,NaN
NaN,NaN,13.3,9.59,12.3,NaN,10.16375,11.16,NaN,NaN,NaN
NaN,NaN,8.866666667,9,12,NaN,10.1,NaN,NaN,NaN,NaN
NaN,13,20.6,NaN,11.7,NaN,9.954761905,13.081,10.84642857,NaN,NaN
NaN,12,NaN,NaN,11.7,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,9,7.4,NaN,NaN,12.11228814,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,10.5,15.88926729,NaN,11.834,NaN,NaN,NaN,10.64,NaN
NaN,7.3,12.2,15.88926729,5.4,11.572,NaN,13.5475,8.975,10.30588235,NaN
9.061316982,9.461000825,11.04833333,9.905600144,9.9,11.44363636,NaN,14.64833333,12.0125,10.005,NaN
10.59525898,8.914404762,16.4,6.245,7.875,NaN,NaN,14.855,14.25,11.395,10.65380408
2.5,12.4,11.278,6.356666667,9.35,NaN,NaN,13.64,13.32903226,9.515686275,10.56210383
10.43145938,8.081818182,10.28,6.612,7.2,NaN,9.184927536,13.73333333,12.30612245,10.7659176,10.05387054
11.39048036,8.668181818,11.91111111,8.216666667,8.275,NaN,10.39545455,12.8875,12.46506757,10.69466667,10.06407621
10.08914459,9.011111111,12.15,11.6925,8.966666667,NaN,8.668333333,11.82052632,12.26994253,10.6339005,10.6628
10.31045286,8.7,7.8,10.55461538,8.783333333,NaN,9.104461538,13.19941176,11.91291209,9.808192402,10.1856
NaN,8.775,12.625,10.69846154,8.82,NaN,10.63614232,11.20516129,10.91826916,10.12192843,9.991851852
NaN,NaN,17.535,10.85555556,10.4,NaN,9.375514019,10.72545139,10.67917929,10.06183525,10.18846154
9,NaN,NaN,10.38333333,12.2,NaN,9.805333333,NaN,13.16,9.447,10.67
NaN,NaN,NaN,NaN,11.8,NaN,10.534375,NaN,10.96,9.953409091,NaN
NaN,NaN,NaN,NaN,12.1,NaN,10.58666667,13.41307692,10.9225,NaN,NaN
NaN,NaN,NaN,NaN,12.2,NaN,NaN,12.72440705,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.81908163,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,9.84345238,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,9.752941176,11.35,10.59410715,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.72,8.421944445,13.84230769,15.16695047,NaN,11.67866667,NaN,NaN,10.225,10.70434783,10.400875
8.256242822,10.36135135,11.59090909,13.14724141,5.95,11.09542803,NaN,15.3,11.2,10.91111111,11.14828105
8.145674266,9.654705882,10.19357143,12.25856037,8.466666667,11.22764065,NaN,16.241,12.27291667,10.54772727,11.24035356
9.570030525,8.7775,10.92785714,14.35141383,6.333333333,11.57098039,NaN,15.73333333,12.6,10.00555556,10.90232236
10.73794579,10.89119183,NaN,6.9,10.9,NaN,NaN,15.05,12.90625,9.45,10.8288833
8.337129734,9.327727273,9.965625,6.975,7.82,NaN,NaN,NaN,NaN,7,NaN
10.99595379,9.745,10.9,7.616666667,7.583333333,NaN,NaN,NaN,13.7,11.4732947,11.04785714
12.72916667,7.1,10.15,7.49,12.85,NaN,11.61,NaN,NaN,10.08545455,NaN
9.925,7.5,6.5,NaN,12.9,NaN,11.12779783,11.71,11.31438462,11.18966867,NaN
10.11907574,NaN,11.545,7.23,13.6,NaN,10.90896552,14.09653846,11.0475,11.43411111,NaN
14.05,NaN,5.11,7.04,9.066666667,NaN,11.26257576,11.48862249,10.46439336,11.29497476,NaN
13.9,13,NaN,7.375,8.9125,NaN,10.52402985,10.22125,10.595,9.708472223,NaN
3.8,NaN,10,NaN,8.6,NaN,11.45131993,12.58,NaN,NaN,NaN
10.9,NaN,6.033333333,NaN,11.5,NaN,9.988288973,NaN,10.845,9.403856209,NaN
NaN,NaN,4.133333333,NaN,12.1,NaN,10.955,12.96785714,NaN,NaN,NaN
NaN,11.5,NaN,NaN,12.6,NaN,10.33380952,13.40619048,NaN,NaN,NaN
NaN,NaN,NaN,8.7,NaN,NaN,NaN,13.20965416,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.901206483,10.3108039,9.73,13.24463365,NaN,6.41,NaN,NaN,NaN,NaN,6.343333333
9.42304242,9.109490517,11.91354167,12.64420507,NaN,6.703636364,NaN,25.5,15.25,11.02361111,4.695777778
9.842222222,8.975833333,10.50308044,11.80885943,5.9,9.762115385,NaN,23.05,11.56142857,9.765789474,9.084056721
9.777443979,9.05,12.774,13.60802535,7.1,11.30631818,NaN,NaN,11.77291667,11.27444444,9.885835956
9.091107379,9.183333333,10.5463576,15.09601537,7.4125,11.09563093,NaN,NaN,NaN,9.233333333,NaN
7.688285714,9.546717172,11.47037037,11.15078546,11.65,10.87851852,NaN,NaN,NaN,NaN,NaN
9.116491228,9.222727273,8.64,12.17064265,10.96,11.47666667,NaN,17.316,NaN,NaN,NaN
8.017750196,8.693026418,9.903333333,8.26,11.15,NaN,NaN,NaN,NaN,NaN,NaN
8.038876765,7.914285714,10.84454545,8.933333333,8.425,NaN,NaN,NaN,NaN,NaN,NaN
11.98555556,8.633333333,12.18333333,7.98,12.83333333,NaN,NaN,NaN,NaN,11.26589744,NaN
NaN,NaN,11.4875,8.4225,14.4,NaN,NaN,8.806666667,13.393,11.27655172,11.83111111
NaN,NaN,10.26666667,7.8,14.6,NaN,11.35264151,11.216375,11.73418129,11.32236434,NaN
8.116137568,NaN,10.4,7.5525,14,NaN,11.10622222,11.84388889,10.95172464,11.15325893,NaN
8.5,NaN,16,7.624375,14.6,NaN,11.98611111,11.6199835,9.3078806,11.66426714,NaN
10.43,NaN,17.5,7.386666667,8.5,NaN,12.0268254,10.78466667,NaN,NaN,NaN
NaN,NaN,2.55,9.954908411,8.5,NaN,12.10634146,12.73,10.77555556,9.487449495,NaN
NaN,NaN,13.06388889,7.65,9.366666667,NaN,9.491486486,13.31558824,10.62555556,8.9275,NaN
NaN,NaN,11.7,9.283333333,10.75,NaN,NaN,13.32444444,NaN,NaN,NaN
NaN,NaN,7.6,NaN,12.1,NaN,10.1975,NaN,NaN,NaN,NaN
NaN,NaN,NaN,9.6,8,NaN,10.250625,13.89444444,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.632753266,6.066020833,10.7166168,10.37146574,11.17505636,11.37456125,13.41960479,NaN,9.741785714,12.3474359,12.80660173
9.36,11.7291084,7.866666667,NaN,NaN,7.458,NaN,NaN,NaN,NaN,NaN
9.737579544,8.139382009,10.880625,12,NaN,6.7025,NaN,NaN,NaN,NaN,NaN
10.21744323,9.790277778,11.91956522,13.53386137,5.7,7.8012,NaN,17.1,NaN,9.875,4.63
8.963170273,8.548151644,11.14181818,11.78889495,6.441666667,9.999666667,NaN,NaN,15.79090909,10.56982932,5.060465116
8.959429824,10.22442982,12.44833333,11.66660023,10.7,11.76060606,NaN,NaN,NaN,10.16428571,7.609097222
9.577126353,10.64285714,10.0775,12.77959294,7.51,11.62894433,NaN,NaN,NaN,NaN,7.490436893
8.343481782,8.496666667,9.612698413,12.55951153,11.08,NaN,NaN,NaN,NaN,6.7,7.007063492
8.943907574,9.418181818,8.852916932,8.6375,13.8,NaN,NaN,17.44833333,NaN,11.3,NaN
5.408,9.3575,11.57083333,9.625,15.6,NaN,NaN,NaN,NaN,11.9,NaN
11.5,11.11666667,12.83,8.4,15.2,NaN,NaN,NaN,NaN,12.7,NaN
10.4,8.425,NaN,9,14.6,NaN,NaN,NaN,NaN,8.59,NaN
7.783815148,NaN,14.83333333,8.117142857,14.3,NaN,NaN,9.493636364,12.94454545,11.26416667,11.53862069
NaN,NaN,NaN,9.573333333,15.1,NaN,NaN,11.93821429,11.541,11.25911765,NaN
12.92658965,NaN,3.65,7.281666667,14.7,NaN,13.36909091,12.35856115,10.33084839,11.62655204,NaN
NaN,NaN,10.425,6.558333333,15,NaN,13.06833333,12.23747748,9.854418605,10.64831224,NaN
NaN,NaN,17.98,9.385,14.3,NaN,11.64327273,10.930625,10.8025,8.7171875,NaN
NaN,13.2,10.6025,7.88,6.76,NaN,11.955,13.82766667,10.80428571,9.758571429,NaN
NaN,13.2,9.73,7.4875,9.1,NaN,10.21159091,13.53954167,NaN,NaN,NaN
NaN,12,3.9,7.183333333,8.488888889,NaN,NaN,NaN,NaN,NaN,NaN
NaN,11.5,6,NaN,9.15,NaN,NaN,NaN,NaN,NaN,NaN
NaN,9.633333333,NaN,8.7,8,NaN,10.60153846,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.531410021,10.32005998,10.12393124,10.17124427,12.03279989,10.50717908,13.2589476,10.23285714,11.90242424,12.52147541,12.24344828
9.889932165,10.48833333,10.46231646,11.60761905,9.445,8.262244898,11.61839405,NaN,7.747142857,12.3,NaN
10.09139867,9.524026155,12.33347383,11.48410534,13.0216854,9.918991098,NaN,NaN,NaN,NaN,NaN
10.10334405,7.678494624,11,13.82,8.466666667,7.47,NaN,NaN,NaN,NaN,NaN
8.696775448,9.415502226,11.06818182,14.086,10.88333333,7.838235294,NaN,NaN,16.3,11.34855072,4.065333333
9.306936391,8.828604383,10.1405,10.57777778,7.625,7.159090909,NaN,NaN,NaN,9.91,6.791358025
9.861679082,10.21875,10.43117647,9.53,5.75,11.8925,NaN,NaN,NaN,NaN,NaN
8.219242424,9.001323529,10.12380952,5.896666667,7.566666667,NaN,NaN,NaN,NaN,NaN,7.33695122
16.8,9.35,9.575,8.866666667,7.385714286,NaN,NaN,17.63,NaN,NaN,7.130920139
10.85,10.45,NaN,NaN,15.8,NaN,NaN,17.7575,NaN,NaN,6.725952381
7.841692248,11.11803752,8.105,6.0375,7.15,NaN,NaN,NaN,NaN,NaN,NaN
8.236512623,11.36666667,NaN,9.95,6.65,NaN,NaN,NaN,NaN,NaN,NaN
9.479768935,10.73333333,11.205,8.263333333,9.85,NaN,NaN,8.874444444,10.43571429,11.54154762,11.41
9.657675083,7.15,7,7.001428571,14.6,NaN,NaN,12.44789474,11.79465267,11.59586568,11.8175
11.282,10.1,5.4,6.795,15.1,NaN,NaN,12.66860179,10.18798112,11.58045822,NaN
10.67564144,12.0125,7.45,6.778888889,8.7,NaN,NaN,12.3975,10.123,9.42989899,NaN
12.05063003,10.6,11.275,7.1,11,NaN,11.58,13.6195098,10.903,8.580229885,NaN
8.638333333,9.34,17.7,6.6,7.055555556,NaN,11.6742623,14.65214286,NaN,NaN,NaN
12.25655483,10.4,2.883333333,6.75,8.625,NaN,10.35661017,NaN,NaN,NaN,NaN
14.40181818,11.08181818,NaN,7.8,7.783333333,NaN,11.12315789,NaN,NaN,NaN,NaN
12.78357143,11.06666667,4.6375,8.4,12.2,NaN,10.85386364,NaN,NaN,NaN,NaN
12.17853862,11.6,NaN,8,NaN,NaN,10.52692308,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9.773321649,10.74835653,9.604714583,10.18772496,11.61330725,10.56613561,13.48413979,8.611666667,8.314255319,11.10195906,12.22071429
9.558943535,9.43740246,12.09531869,9.956833333,10.89285714,8.77877551,11.3,19.1,12.5025,12.70978632,7.047466667
9.892051719,10.46358991,11.46449631,11.23641975,11.72,8.89,NaN,NaN,7.391428571,16.475,NaN
9.698191721,9.308064516,10.09263492,11.25145337,11.71428571,7.412285714,NaN,NaN,6.71,6.14,NaN
8.568462269,9.265463675,9.741855159,11.04296296,13.35,7.861578947,NaN,NaN,17.56666667,11.48380952,3.822352941
6.5235,9.220512821,12.77777778,11.69027778,8.76,7.845714286,NaN,NaN,NaN,10.41842105,4.6
10.32373709,9.902664835,11.23485512,10.71183333,10.05,NaN,NaN,NaN,NaN,10.82868852,6.691204819
11.35142857,10.13076923,9.959981685,9.016176471,10.12,NaN,NaN,NaN,NaN,NaN,NaN
8.837076839,11.55384615,10.89611111,9.859411765,8.84,NaN,NaN,NaN,NaN,NaN,NaN
8.976310227,10.1125,10.725,9.114285714,7.825,NaN,NaN,17.70555556,NaN,NaN,6.221212121
