NaN,NaN,NaN,NaN,NaN,10.23285714,8.611666667,6.39625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19.1,7.545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.132222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,25.5,17.1,NaN,NaN,7.001111111,6.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,23.05,NaN,NaN,NaN,NaN,5.7725,5.065714286,5.405384615,3.038181818,2.346666667,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,15.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,13.5475,16.241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,14.64833333,15.73333333,17.316,17.44833333,17.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,14.855,15.05,NaN,NaN,17.7575,17.70555556,17.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,13.64,NaN,NaN,NaN,NaN,NaN,17.46333333,16.942,17.56857143,NaN,NaN,NaN,12.47379524,NaN,NaN,NaN
NaN,13.73333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.521,18.150625,19.49,12.0785639,NaN,NaN,NaN
NaN,12.8875,NaN,8.806666667,9.493636364,8.874444444,8.9275,10.96175,12.47454338,14.63501542,14.45587106,13.77631768,13.41902235,13.29977019,NaN,NaN,NaN
NaN,11.82052632,11.71,11.216375,11.93821429,12.44789474,12.97341808,13.16158155,15.39761464,14.40639881,NaN,19.9627381,19.8638388,NaN,NaN,NaN,NaN
12.674,13.19941176,14.09653846,11.84388889,12.35856115,12.66860179,12.55192771,16.67809804,11.124,NaN,NaN,NaN,NaN,19.48303238,NaN,NaN,NaN
11.39660526,11.20516129,11.48862249,11.6199835,12.23747748,12.3975,15.40559524,16.02892857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.10714385,10.72545139,10.22125,10.78466667,10.930625,13.6195098,15.86111111,13.68885965,12.53666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.16,NaN,12.58,12.73,13.82766667,14.65214286,NaN,NaN,14.33958643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,13.31558824,13.53954167,NaN,NaN,11.46797185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.081,13.41307692,12.96785714,13.32444444,NaN,NaN,NaN,8.786231884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,12.72440705,13.40619048,NaN,NaN,NaN,NaN,9.545724638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.11228814,12.81908163,13.20965416,13.89444444,NaN,NaN,NaN,12.9475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
