Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C]
77CN,377,B,2014-01-13T17:55,56.7400,-016.2700,,7,10.1
77CN,378,B,2014-01-13T18:00,56.7300,-016.2400,,7,9.9
77CN,379,B,2014-01-13T18:05,56.7300,-016.2000,,7,9.9
77CN,380,B,2014-01-13T18:10,56.7200,-016.1700,,7,9.9
77CN,381,B,2014-01-13T18:15,56.7200,-016.1400,,7,9.9
77CN,382,B,2014-01-13T18:20,56.7100,-016.1000,,7,10.1
77CN,383,B,2014-01-13T18:25,56.7100,-016.0700,,7,9.9
77CN,384,B,2014-01-13T18:30,56.7100,-016.0300,,7,9.9
77CN,385,B,2014-01-13T18:35,56.7000,-016.0000,,7,10.1
77CN,386,B,2014-01-13T18:40,56.7000,-015.9700,,7,10.1
77CN,387,B,2014-01-13T18:45,56.6900,-015.9300,,7,10.2
77CN,388,B,2014-01-13T18:50,56.6900,-015.9000,,7,10.1
77CN,389,B,2014-01-13T18:55,56.6900,-015.8700,,7,10.2
77CN,390,B,2014-01-13T19:00,56.6800,-015.8300,,7,10.2
77CN,391,B,2014-01-13T19:05,56.6800,-015.8000,,7,10.2
77CN,392,B,2014-01-13T19:10,56.6700,-015.7700,,7,10.1
77CN,393,B,2014-01-13T19:15,56.6700,-015.7300,,7,10.2
77CN,394,B,2014-01-13T19:20,56.6600,-015.7000,,7,10.2
77CN,395,B,2014-01-13T19:25,56.6600,-015.6600,,7,10.2
77CN,396,B,2014-01-13T19:30,56.6600,-015.6300,,7,10.1
77CN,397,B,2014-01-13T19:35,56.6500,-015.6000,,7,10.1
77CN,398,B,2014-01-13T19:40,56.6500,-015.5600,,7,10.2
77CN,399,B,2014-01-13T19:45,56.6400,-015.5300,,7,10.2
77CN,400,B,2014-01-13T19:50,56.6400,-015.5000,,7,10.1
77CN,401,B,2014-01-13T19:55,56.6300,-015.4600,,7,9.9
77CN,402,B,2014-01-13T20:00,56.6300,-015.4300,,7,10.1
77CN,403,B,2014-01-13T20:05,56.6300,-015.4000,,7,9.9
77CN,404,B,2014-01-13T20:10,56.6200,-015.3600,,7,9.8
77CN,405,B,2014-01-13T20:15,56.6200,-015.3300,,7,9.8
77CN,406,B,2014-01-13T20:20,56.6100,-015.2900,,7,9.8
77CN,407,B,2014-01-13T20:25,56.6100,-015.2600,,7,9.8
77CN,408,B,2014-01-13T20:30,56.6000,-015.2300,,7,9.8
77CN,409,B,2014-01-13T20:35,56.6000,-015.1900,,7,9.8
77CN,410,B,2014-01-13T20:40,56.6000,-015.1600,,7,9.8
77CN,411,B,2014-01-13T20:45,56.5900,-015.1300,,7,9.8
77CN,412,B,2014-01-13T20:50,56.5900,-015.0900,,7,9.8
77CN,413,B,2014-01-13T20:55,56.5800,-015.0600,,7,9.6
77CN,414,B,2014-01-13T21:00,56.5800,-015.0300,,7,9.6
77CN,415,B,2014-01-13T21:05,56.5700,-014.9900,,7,9.5
77CN,416,B,2014-01-13T21:10,56.5700,-014.9600,,7,9.5
77CN,417,B,2014-01-13T21:15,56.5700,-014.9200,,7,9.3
77CN,418,B,2014-01-13T21:20,56.5600,-014.8900,,7,9.2
77CN,419,B,2014-01-13T21:25,56.5600,-014.8600,,7,9.0
77CN,420,B,2014-01-13T21:30,56.5500,-014.8200,,7,9.2
77CN,421,B,2014-01-13T21:35,56.5500,-014.7900,,7,9.2
77CN,422,B,2014-01-13T21:40,56.5400,-014.7600,,7,9.2
77CN,423,B,2014-01-13T21:45,56.5400,-014.7200,,7,8.9
77CN,424,B,2014-01-13T21:50,56.5400,-014.6900,,7,8.7
77CN,425,B,2014-01-13T21:55,56.5300,-014.6600,,7,8.7
77CN,426,B,2014-01-13T22:00,56.5300,-014.6200,,7,8.7
77CN,427,B,2014-01-13T22:05,56.5200,-014.5900,,7,8.6
77CN,428,B,2014-01-13T22:10,56.5200,-014.5500,,7,8.7
77CN,429,B,2014-01-13T22:15,56.5200,-014.5200,,7,8.7
77CN,430,B,2014-01-13T22:20,56.5100,-014.4900,,7,8.6
77CN,431,B,2014-01-13T22:25,56.5100,-014.4500,,7,8.7
77CN,432,B,2014-01-13T22:30,56.5000,-014.4200,,7,9.0
77CN,433,B,2014-01-13T22:35,56.5000,-014.3900,,7,9.0
77CN,434,B,2014-01-13T22:40,56.4900,-014.3500,,7,8.9
77CN,435,B,2014-01-13T22:45,56.4900,-014.3200,,7,9.2
77CN,436,B,2014-01-13T22:50,56.4900,-014.2800,,7,9.8
77CN,437,B,2014-01-13T22:55,56.4800,-014.2500,,7,9.6
77CN,438,B,2014-01-13T23:00,56.4800,-014.2200,,7,9.8
77CN,439,B,2014-01-13T23:05,56.4700,-014.1800,,7,9.8
77CN,440,B,2014-01-13T23:10,56.4700,-014.1500,,7,9.8
77CN,441,B,2014-01-13T23:15,56.4600,-014.1200,,7,9.6
77CN,442,B,2014-01-13T23:20,56.4600,-014.0800,,7,9.8
77CN,443,B,2014-01-13T23:25,56.4600,-014.0500,,7,9.8
77CN,444,B,2014-01-13T23:30,56.4500,-014.0200,,7,9.8
77CN,445,B,2014-01-13T23:35,56.4500,-013.9800,,7,9.6
77CN,446,B,2014-01-13T23:40,56.4400,-013.9500,,7,9.8
77CN,447,B,2014-01-13T23:45,56.4400,-013.9100,,7,9.8
77CN,448,B,2014-01-13T23:50,56.4300,-013.8800,,7,9.9
77CN,449,B,2014-01-13T23:55,56.4300,-013.8500,,7,9.9
77CN,450,B,2014-01-14T00:00,56.4300,-013.8100,,7,9.9
77CN,451,B,2014-01-14T00:05,56.4200,-013.7800,,7,9.8
77CN,452,B,2014-01-14T00:10,56.4200,-013.7500,,7,9.8
77CN,453,B,2014-01-14T00:15,56.4100,-013.7100,,7,9.8
77CN,454,B,2014-01-14T00:20,56.4100,-013.6800,,7,9.8
77CN,455,B,2014-01-14T00:25,56.4000,-013.6500,,7,9.9
77CN,456,B,2014-01-14T00:30,56.4000,-013.6100,,7,9.9
77CN,457,B,2014-01-14T00:35,56.4000,-013.5800,,7,9.9
77CN,458,B,2014-01-14T00:40,56.3900,-013.5400,,7,9.9
77CN,459,B,2014-01-14T00:45,56.3900,-013.5100,,7,10.1
77CN,460,B,2014-01-14T00:50,56.3800,-013.4800,,7,10.2
77CN,461,B,2014-01-14T00:55,56.3800,-013.4400,,7,10.2
77CN,462,B,2014-01-14T01:00,56.3700,-013.4100,,7,10.2
77CN,463,B,2014-01-14T01:05,56.3700,-013.3800,,7,9.9
77CN,464,B,2014-01-14T01:10,56.3700,-013.3400,,7,9.9
77CN,465,B,2014-01-14T01:15,56.3600,-013.3100,,7,9.9
77CN,466,B,2014-01-14T01:20,56.3600,-013.2800,,7,10.2
77CN,467,B,2014-01-14T01:25,56.3500,-013.2400,,7,10.2
77CN,468,B,2014-01-14T01:30,56.3500,-013.2100,,7,10.2
77CN,469,B,2014-01-14T01:35,56.3500,-013.1700,,7,10.2
77CN,470,B,2014-01-14T01:40,56.3400,-013.1400,,7,10.2
77CN,471,B,2014-01-14T01:45,56.3400,-013.1100,,7,10.2
77CN,472,B,2014-01-14T01:50,56.3300,-013.0700,,7,10.2
77CN,473,B,2014-01-14T01:55,56.3300,-013.0400,,7,10.2
77CN,474,B,2014-01-14T02:00,56.3200,-013.0100,,7,10.2
77CN,475,B,2014-01-14T02:05,56.3200,-012.9700,,7,10.2
77CN,476,B,2014-01-14T02:10,56.3200,-012.9400,,7,10.2
77CN,477,B,2014-01-14T02:15,56.3100,-012.9000,,7,10.2
77CN,478,B,2014-01-14T02:20,56.3100,-012.8700,,7,10.2
77CN,479,B,2014-01-14T02:25,56.3000,-012.8400,,7,10.2
77CN,480,B,2014-01-14T02:30,56.3000,-012.8000,,7,10.2
77CN,481,B,2014-01-14T02:35,56.2900,-012.7700,,7,10.2
77CN,482,B,2014-01-14T02:40,56.2900,-012.7400,,7,10.2
77CN,483,B,2014-01-14T02:45,56.2900,-012.7000,,7,10.2
77CN,484,B,2014-01-14T02:50,56.2800,-012.6700,,7,10.2
77CN,485,B,2014-01-14T02:55,56.2800,-012.6400,,7,10.2
77CN,486,B,2014-01-14T03:00,56.2700,-012.6000,,7,10.2
77CN,487,B,2014-01-14T03:05,56.2700,-012.5700,,7,10.2
77CN,488,B,2014-01-14T03:10,56.2600,-012.5300,,7,10.2
77CN,489,B,2014-01-14T03:15,56.2600,-012.5000,,7,10.2
77CN,490,B,2014-01-14T03:20,56.2600,-012.4700,,7,10.1
77CN,491,B,2014-01-14T03:25,56.2500,-012.4300,,7,9.9
77CN,492,B,2014-01-14T03:30,56.2500,-012.4000,,7,10.2
77CN,493,B,2014-01-14T03:35,56.2400,-012.3700,,7,10.2
77CN,494,B,2014-01-14T03:40,56.2400,-012.3300,,7,10.2
77CN,495,B,2014-01-14T03:45,56.2300,-012.3000,,7,10.2
77CN,496,B,2014-01-14T03:50,56.2300,-012.2700,,7,10.2
77CN,497,B,2014-01-14T03:55,56.2300,-012.2300,,7,10.2
77CN,498,B,2014-01-14T04:00,56.2200,-012.2000,,7,10.2
77CN,499,B,2014-01-14T04:05,56.2200,-012.1600,,7,10.2
77CN,500,B,2014-01-14T04:10,56.2100,-012.1300,,7,10.2
77CN,501,B,2014-01-14T04:15,56.2100,-012.1000,,7,10.4
77CN,502,B,2014-01-14T04:20,56.2100,-012.0600,,7,10.4
77CN,503,B,2014-01-14T04:25,56.2000,-012.0300,,7,10.4
77CN,504,B,2014-01-14T04:30,56.2000,-012.0000,,7,10.4
77CN,505,B,2014-01-14T04:35,56.1900,-011.9600,,7,10.4
77CN,506,B,2014-01-14T04:40,56.1900,-011.9300,,7,10.2
77CN,507,B,2014-01-14T04:45,56.1800,-011.9000,,7,10.2
77CN,508,B,2014-01-14T04:50,56.1800,-011.8600,,7,10.4
77CN,509,B,2014-01-14T04:55,56.1800,-011.8300,,7,10.2
77CN,510,B,2014-01-14T05:00,56.1700,-011.7900,,7,10.2
77CN,511,B,2014-01-14T05:05,56.1700,-011.7600,,7,10.2
77CN,512,B,2014-01-14T05:10,56.1600,-011.7300,,7,10.2
77CN,513,B,2014-01-14T05:15,56.1600,-011.6900,,7,10.2
77CN,514,B,2014-01-14T05:20,56.1500,-011.6600,,7,10.1
77CN,515,B,2014-01-14T05:25,56.1500,-011.6300,,7,10.2
77CN,516,B,2014-01-14T05:30,56.1500,-011.5900,,7,10.2
77CN,517,B,2014-01-14T05:35,56.1400,-011.5600,,7,10.2
77CN,518,B,2014-01-14T05:40,56.1400,-011.5200,,7,10.2
77CN,519,B,2014-01-14T05:45,56.1300,-011.4900,,7,10.2
77CN,520,B,2014-01-14T05:50,56.1300,-011.4600,,7,10.2
77CN,521,B,2014-01-14T05:55,56.1200,-011.4200,,7,10.2
77CN,522,B,2014-01-14T06:00,56.1200,-011.3900,,7,10.2
77CN,523,B,2014-01-14T06:05,56.1200,-011.3600,,7,10.2
77CN,524,B,2014-01-14T06:10,56.1100,-011.3200,,7,10.2
77CN,525,B,2014-01-14T06:15,56.1100,-011.2900,,7,10.2
77CN,526,B,2014-01-14T06:20,56.1000,-011.2600,,7,10.2
77CN,527,B,2014-01-14T06:25,56.1000,-011.2200,,7,10.2
77CN,528,B,2014-01-14T06:30,56.0900,-011.1900,,7,10.2
77CN,529,B,2014-01-14T06:35,56.0900,-011.1500,,7,10.2
77CN,530,B,2014-01-14T06:40,56.0900,-011.1200,,7,10.2
77CN,531,B,2014-01-14T06:45,56.0800,-011.0900,,7,10.2
77CN,532,B,2014-01-14T06:50,56.0800,-011.0500,,7,10.2
77CN,533,B,2014-01-14T06:55,56.0700,-011.0200,,7,10.2
77CN,534,B,2014-01-14T07:00,56.0700,-010.9900,,7,10.2
77CN,535,B,2014-01-14T07:05,56.0600,-010.9500,,7,10.4
77CN,536,B,2014-01-14T07:10,56.0600,-010.9200,,7,10.4
77CN,537,B,2014-01-14T07:15,56.0600,-010.8900,,7,10.4
77CN,538,B,2014-01-14T07:20,56.0500,-010.8500,,7,10.4
77CN,539,B,2014-01-14T07:25,56.0500,-010.8200,,7,10.4
77CN,540,B,2014-01-14T07:30,56.0400,-010.7800,,7,10.2
77CN,541,B,2014-01-14T07:35,56.0400,-010.7500,,7,10.2
77CN,542,B,2014-01-14T07:40,56.0400,-010.7200,,7,10.2
77CN,543,B,2014-01-14T07:45,56.0300,-010.6800,,7,10.2
77CN,544,B,2014-01-14T07:50,56.0300,-010.6500,,7,10.2
77CN,545,B,2014-01-14T07:55,56.0200,-010.6200,,7,10.2
77CN,546,B,2014-01-14T08:00,56.0200,-010.5800,,7,10.1
77CN,547,B,2014-01-14T08:05,56.0100,-010.5500,,7,9.9
77CN,548,B,2014-01-14T08:10,56.0100,-010.5200,,7,9.9
77CN,549,B,2014-01-14T08:15,56.0100,-010.4800,,7,9.9
77CN,550,B,2014-01-14T08:20,56.0000,-010.4500,,7,9.9
77CN,551,B,2014-01-14T08:25,56.0000,-010.4100,,7,9.8
77CN,552,B,2014-01-14T08:30,55.9900,-010.3800,,7,9.9
77CN,553,B,2014-01-14T08:35,55.9900,-010.3500,,7,9.8
77CN,554,B,2014-01-14T08:40,55.9800,-010.3100,,7,9.8
77CN,555,B,2014-01-14T08:45,55.9800,-010.2800,,7,9.9
77CN,556,B,2014-01-14T08:50,55.9800,-010.2500,,7,9.9
77CN,557,B,2014-01-14T08:55,55.9700,-010.2100,,7,9.9
77CN,558,B,2014-01-14T09:00,55.9700,-010.1800,,7,9.9
77CN,559,B,2014-01-14T09:05,55.9600,-010.1500,,7,10.1
77CN,560,B,2014-01-14T09:10,55.9600,-010.1100,,7,9.9
77CN,561,B,2014-01-14T09:15,55.9500,-010.0800,,7,9.9
77CN,562,B,2014-01-14T09:20,55.9500,-010.0400,,7,9.9
77CN,563,B,2014-01-14T09:25,55.9500,-010.0100,,7,10.1
77CN,564,B,2014-01-14T09:30,55.9400,-009.9800,,7,10.1
77CN,565,B,2014-01-14T09:35,55.9400,-009.9400,,7,9.9
77CN,566,B,2014-01-14T09:40,55.9300,-009.9100,,7,9.9
77CN,567,B,2014-01-14T09:45,55.9300,-009.8800,,7,9.9
77CN,568,B,2014-01-14T09:50,55.9200,-009.8400,,7,9.9
77CN,569,B,2014-01-14T09:55,55.9200,-009.8100,,7,10.1
77CN,570,B,2014-01-14T10:00,55.9200,-009.7700,,7,10.1
77CN,571,B,2014-01-14T10:05,55.9100,-009.7400,,7,10.2
77CN,572,B,2014-01-14T10:10,55.9100,-009.7100,,7,10.2
77CN,573,B,2014-01-14T10:15,55.9000,-009.6700,,7,10.2
77CN,574,B,2014-01-14T10:20,55.9000,-009.6400,,7,10.2
77CN,575,B,2014-01-14T10:25,55.8900,-009.6100,,7,10.2
77CN,576,B,2014-01-14T10:30,55.8900,-009.5700,,7,10.2
77CN,577,B,2014-01-14T10:35,55.8900,-009.5400,,7,10.2
77CN,578,B,2014-01-14T10:40,55.8800,-009.5100,,7,10.2
77CN,579,B,2014-01-14T10:45,55.8800,-009.4700,,7,10.2
77CN,580,B,2014-01-14T10:50,55.8700,-009.4400,,7,10.2
77CN,581,B,2014-01-14T10:55,55.8700,-009.4000,,7,10.2
77CN,582,B,2014-01-14T11:00,55.8700,-009.3700,,7,10.2
77CN,583,B,2014-01-14T11:05,55.8600,-009.3400,,7,10.2
77CN,584,B,2014-01-14T11:10,55.8600,-009.3000,,7,10.2
77CN,585,B,2014-01-14T11:15,55.8500,-009.2700,,7,10.2
77CN,586,B,2014-01-14T11:20,55.8500,-009.2400,,7,10.2
77CN,587,B,2014-01-14T11:25,55.8400,-009.2000,,7,10.2
77CN,588,B,2014-01-14T11:30,55.8400,-009.1700,,7,10.2
77CN,589,B,2014-01-14T11:35,55.8400,-009.1400,,7,10.2
77CN,590,B,2014-01-14T11:40,55.8300,-009.1000,,7,10.2
77CN,591,B,2014-01-14T11:45,55.8300,-009.0700,,7,10.2
77CN,592,B,2014-01-14T11:50,55.8200,-009.0300,,7,10.1
77CN,593,B,2014-01-14T11:55,55.8200,-009.0000,,7,10.2
77CN,594,B,2014-01-14T12:00,55.8100,-008.9700,,7,10.2
77CN,595,B,2014-01-14T12:05,55.8100,-008.9300,,7,10.1
77CN,596,B,2014-01-14T12:10,55.8100,-008.9000,,7,10.1
77CN,597,B,2014-01-14T12:15,55.8000,-008.8700,,7,10.1
77CN,598,B,2014-01-14T12:20,55.8000,-008.8300,,7,10.2
77CN,599,B,2014-01-14T12:25,55.7900,-008.8000,,7,10.2
77CN,600,B,2014-01-14T12:30,55.7900,-008.7700,,7,10.2
77CN,601,B,2014-01-14T12:35,55.7800,-008.7300,,7,9.9
77CN,602,B,2014-01-14T12:40,55.7800,-008.7000,,7,10.1
77CN,603,B,2014-01-14T12:45,55.7800,-008.6600,,7,9.9
77CN,604,B,2014-01-14T12:50,55.7700,-008.6300,,7,9.9
77CN,605,B,2014-01-14T12:55,55.7700,-008.6000,,7,9.9
77CN,606,B,2014-01-14T13:00,55.7600,-008.5600,,7,9.9
77CN,607,B,2014-01-14T13:05,55.7600,-008.5300,,7,9.9
77CN,608,B,2014-01-14T13:10,55.7500,-008.5000,,7,9.9
77CN,609,B,2014-01-14T13:15,55.7500,-008.4600,,7,9.9
77CN,610,B,2014-01-14T13:20,55.7500,-008.4300,,7,9.9
77CN,611,B,2014-01-14T13:25,55.7400,-008.3900,,7,9.9
77CN,612,B,2014-01-14T13:30,55.7400,-008.3600,,7,9.9
77CN,613,B,2014-01-14T13:35,55.7300,-008.3300,,7,9.9
77CN,614,B,2014-01-14T13:40,55.7300,-008.2900,,7,9.9
77CN,615,B,2014-01-14T13:45,55.7300,-008.2600,,7,9.9
77CN,616,B,2014-01-14T13:50,55.7200,-008.2300,,7,9.8
77CN,617,B,2014-01-14T13:55,55.7200,-008.1900,,7,9.9
77CN,618,B,2014-01-14T14:00,55.7100,-008.1600,,7,9.8
77CN,619,B,2014-01-14T14:05,55.7100,-008.1300,,7,9.8
77CN,620,B,2014-01-14T14:10,55.7000,-008.0900,,7,9.8
77CN,621,B,2014-01-14T14:15,55.7000,-008.0600,,7,9.8
77CN,622,B,2014-01-14T14:20,55.7000,-008.0200,,7,9.8
77CN,623,B,2014-01-14T14:25,55.6900,-007.9900,,7,9.8
77CN,624,B,2014-01-14T14:30,55.6900,-007.9600,,7,9.8
77CN,625,B,2014-01-14T14:35,55.6800,-007.9200,,7,9.8
77CN,626,B,2014-01-14T14:40,55.6800,-007.8900,,7,9.8
77CN,627,B,2014-01-14T14:45,55.6700,-007.8600,,7,9.8
77CN,628,B,2014-01-14T14:50,55.6700,-007.8200,,7,9.8
77CN,629,B,2014-01-14T14:55,55.6700,-007.7900,,7,9.8
77CN,630,B,2014-01-14T15:00,55.6600,-007.7600,,7,9.8
77CN,631,B,2014-01-14T15:05,55.6600,-007.7200,,7,9.6
77CN,632,B,2014-01-14T15:10,55.6500,-007.6900,,7,9.5
77CN,633,B,2014-01-14T15:15,55.6500,-007.6500,,7,9.5
77CN,634,B,2014-01-14T15:20,55.6400,-007.6200,,7,9.3
77CN,635,B,2014-01-14T15:25,55.6400,-007.5900,,7,9.2
77CN,636,B,2014-01-14T15:30,55.6400,-007.5500,,7,9.2
77CN,637,B,2014-01-14T15:35,55.6300,-007.5200,,7,9.0
AGS1,638,B,2014-01-17T00:30,53.6800,0.3500,,7,6.8
AGS1,639,B,2014-01-17T00:35,53.7000,0.3400,,7,6.8
AGS1,640,B,2014-01-17T00:40,53.7200,0.3300,,7,6.9
AGS1,641,B,2014-01-17T00:45,53.7400,0.3200,,7,7.1
AGS1,642,B,2014-01-17T00:50,53.7600,0.3100,,7,7.2
AGS1,643,B,2014-01-17T00:55,53.7800,0.3000,,7,7.2
AGS1,644,B,2014-01-17T01:00,53.8000,0.2800,,7,7.2
AGS1,645,B,2014-01-17T01:05,53.8300,0.2700,,7,7.2
AGS1,646,B,2014-01-17T01:10,53.8500,0.2600,,7,7.2
AGS1,647,B,2014-01-17T01:15,53.8700,0.2500,,7,7.2
AGS1,648,B,2014-01-17T01:20,53.8900,0.2400,,7,7.2
AGS1,649,B,2014-01-17T01:25,53.9100,0.2300,,7,7.1
AGS1,650,B,2014-01-17T01:30,53.9300,0.2200,,7,7.0
AGS1,651,B,2014-01-17T01:35,53.9500,0.2100,,7,6.9
AGS1,652,B,2014-01-17T01:40,53.9700,0.2000,,7,6.9
AGS1,653,B,2014-01-17T01:45,53.9900,0.1800,,7,6.8
AGS1,654,B,2014-01-17T01:50,54.0100,0.1700,,7,6.8
AGS1,655,B,2014-01-17T01:55,54.0300,0.1600,,7,6.8
AGS1,656,B,2014-01-17T02:00,54.0600,0.1500,,7,6.9
AGS1,657,B,2014-01-17T02:05,54.0800,0.1400,,7,6.9
AGS1,658,B,2014-01-17T02:10,54.1000,0.1300,,7,7.0
AGS1,659,B,2014-01-17T02:15,54.1200,0.1200,,7,7.0
AGS1,660,B,2014-01-17T02:20,54.1400,0.1100,,7,7.1
AGS1,661,B,2014-01-17T02:25,54.1600,0.0900,,7,7.2
AGS1,662,B,2014-01-17T02:30,54.1800,0.0800,,7,7.4
AGS1,663,B,2014-01-17T02:35,54.2000,0.0700,,7,7.4
AGS1,664,B,2014-01-17T02:40,54.2200,0.0600,,7,7.5
AGS1,665,B,2014-01-17T02:45,54.2400,0.0500,,7,7.5
AGS1,666,B,2014-01-17T02:50,54.2600,0.0400,,7,7.6
AGS1,667,B,2014-01-17T02:55,54.2900,0.0300,,7,7.6
AGS1,668,B,2014-01-17T03:00,54.3100,0.0200,,7,7.5
AGS1,669,B,2014-01-17T03:05,54.3300,0.0000,,7,7.6
AGS1,670,B,2014-01-17T03:10,54.3500,-000.0100,,7,7.6
AGS1,671,B,2014-01-17T03:15,54.3700,-000.0200,,7,7.6
AGS1,672,B,2014-01-17T03:20,54.3900,-000.0300,,7,7.6
AGS1,673,B,2014-01-17T03:25,54.4100,-000.0400,,7,7.6
AGS1,674,B,2014-01-17T03:30,54.4300,-000.0500,,7,7.6
AGS1,675,B,2014-01-17T03:35,54.4500,-000.0600,,7,7.6
AGS1,676,B,2014-01-17T03:40,54.4700,-000.0700,,7,7.6
AGS1,677,B,2014-01-17T03:45,54.4900,-000.0900,,7,7.6
AGS1,678,B,2014-01-17T03:50,54.5200,-000.1000,,7,7.6
AGS1,679,B,2014-01-17T03:55,54.5400,-000.1100,,7,7.6
AGS1,680,B,2014-01-17T04:00,54.5600,-000.1200,,7,7.6
AGS1,681,B,2014-01-17T04:05,54.5800,-000.1300,,7,7.7
AGS1,682,B,2014-01-17T04:10,54.6000,-000.1400,,7,7.7
AGS1,683,B,2014-01-17T04:15,54.6200,-000.1500,,7,7.7
AGS1,684,B,2014-01-17T04:20,54.6400,-000.1600,,7,7.7
AGS1,685,B,2014-01-17T04:25,54.6600,-000.1800,,7,7.7
AGS1,686,B,2014-01-17T04:30,54.6800,-000.1900,,7,7.7
AGS1,687,B,2014-01-17T04:35,54.7000,-000.2000,,7,7.7
AGS1,688,B,2014-01-17T04:40,54.7300,-000.2100,,7,7.7
AGS1,689,B,2014-01-17T04:45,54.7500,-000.2200,,7,7.7
AGS1,690,B,2014-01-17T04:50,54.7700,-000.2300,,7,7.7
AGS1,691,B,2014-01-17T04:55,54.7900,-000.2400,,7,7.7
AGS1,692,B,2014-01-17T05:00,54.8100,-000.2500,,7,7.7
AGS1,693,B,2014-01-17T05:05,54.8300,-000.2700,,7,7.7
AGS1,694,B,2014-01-17T05:10,54.8500,-000.2800,,7,7.7
AGS1,695,B,2014-01-17T05:15,54.8700,-000.2900,,7,7.7
AGS1,696,B,2014-01-17T05:20,54.8900,-000.3000,,7,7.7
AGS1,697,B,2014-01-17T05:25,54.9100,-000.3100,,7,7.7
AGS1,698,B,2014-01-17T05:30,54.9300,-000.3200,,7,7.7
AGS1,699,B,2014-01-17T05:35,54.9600,-000.3300,,7,7.7
AGS1,700,B,2014-01-17T05:40,54.9800,-000.3400,,7,7.6
AGS1,701,B,2014-01-17T05:45,55.0000,-000.3600,,7,7.7
AGS1,702,B,2014-01-17T05:50,55.0200,-000.3700,,7,7.7
AGS1,703,B,2014-01-17T05:55,55.0400,-000.3800,,7,7.6
AGS1,704,B,2014-01-17T06:00,55.0600,-000.3900,,7,7.7
AGS1,705,B,2014-01-17T06:05,55.0800,-000.4000,,7,7.6
AGS1,706,B,2014-01-17T06:10,55.1000,-000.4100,,7,7.7
AGS1,707,B,2014-01-17T06:15,55.1200,-000.4200,,7,7.7
AGS1,708,B,2014-01-17T06:20,55.1400,-000.4300,,7,7.6
AGS1,709,B,2014-01-17T06:25,55.1600,-000.4500,,7,7.6
AGS1,710,B,2014-01-17T06:30,55.1900,-000.4600,,7,7.6
AGS1,711,B,2014-01-17T06:35,55.2100,-000.4700,,7,7.6
AGS1,712,B,2014-01-17T06:40,55.2300,-000.4800,,7,7.6
AGS1,713,B,2014-01-17T06:45,55.2500,-000.4900,,7,7.7
AGS1,714,B,2014-01-17T06:50,55.2700,-000.5000,,7,7.7
AGS1,715,B,2014-01-17T06:55,55.2900,-000.5100,,7,7.7
AGS1,716,B,2014-01-17T07:00,55.3100,-000.5200,,7,7.7
AGS1,717,B,2014-01-17T07:05,55.3300,-000.5400,,7,7.7
AGS1,718,B,2014-01-17T07:10,55.3500,-000.5500,,7,7.7
AGS1,719,B,2014-01-17T07:15,55.3700,-000.5600,,7,7.7
AGS1,720,B,2014-01-17T07:20,55.3900,-000.5700,,7,7.7
AGS1,721,B,2014-01-17T07:25,55.4200,-000.5800,,7,7.7
AGS1,722,B,2014-01-17T07:30,55.4400,-000.5900,,7,7.7
AGS1,723,B,2014-01-17T07:35,55.4600,-000.6000,,7,7.8
AGS1,724,B,2014-01-17T07:40,55.4800,-000.6100,,7,7.7
AGS1,725,B,2014-01-17T07:45,55.5000,-000.6200,,7,7.7
AGS1,726,B,2014-01-17T07:50,55.5200,-000.6400,,7,7.7
AGS1,727,B,2014-01-17T07:55,55.5400,-000.6500,,7,7.6
AGS1,728,B,2014-01-17T08:00,55.5600,-000.6600,,7,7.7
AGS1,729,B,2014-01-17T08:05,55.5800,-000.6700,,7,7.7
AGS1,730,B,2014-01-17T08:10,55.6000,-000.6800,,7,7.7
AGS1,731,B,2014-01-17T08:15,55.6200,-000.6900,,7,7.6
AGS1,732,B,2014-01-17T08:20,55.6500,-000.7000,,7,7.7
AGS1,733,B,2014-01-17T08:25,55.6700,-000.7100,,7,7.7
AGS1,734,B,2014-01-17T08:30,55.6900,-000.7300,,7,7.7
AGS1,735,B,2014-01-17T08:35,55.7100,-000.7400,,7,7.7
AGS1,736,B,2014-01-17T08:40,55.7300,-000.7500,,7,7.7
AGS1,737,B,2014-01-17T08:45,55.7500,-000.7600,,7,7.7
AGS1,738,B,2014-01-17T08:50,55.7700,-000.7700,,7,7.8
AGS1,739,B,2014-01-17T08:55,55.7900,-000.7800,,7,7.9
AGS1,740,B,2014-01-17T09:00,55.8100,-000.7900,,7,7.9
AGS1,741,B,2014-01-17T09:05,55.8300,-000.8000,,7,8.1
AGS1,742,B,2014-01-17T09:10,55.8500,-000.8200,,7,8.0
AGS1,743,B,2014-01-17T09:15,55.8800,-000.8300,,7,7.8
AGS1,744,B,2014-01-17T09:20,55.9000,-000.8400,,7,7.7
AGS1,745,B,2014-01-17T09:25,55.9200,-000.8500,,7,7.7
AGS1,746,B,2014-01-17T09:30,55.9400,-000.8600,,7,7.8
AGS1,747,B,2014-01-17T09:35,55.9600,-000.8700,,7,7.8
AGS1,748,B,2014-01-17T09:40,55.9800,-000.8800,,7,7.7
AGS1,749,B,2014-01-17T09:45,56.0000,-000.8900,,7,7.7
AGS1,750,B,2014-01-17T09:50,56.0200,-000.9100,,7,7.7
