Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C]
AGS1,1200,B,2014-01-18T23:30,61.9300,-014.4900,,7,8.5
AGS1,1201,B,2014-01-18T23:35,61.9400,-014.5300,,7,8.4
AGS1,1202,B,2014-01-18T23:40,61.9500,-014.5600,,7,8.4
AGS1,1203,B,2014-01-18T23:45,61.9600,-014.6000,,7,8.4
AGS1,1204,B,2014-01-18T23:50,61.9700,-014.6400,,7,8.5
AGS1,1205,B,2014-01-18T23:55,61.9800,-014.6800,,7,8.5
AGS1,1206,B,2014-01-19T00:00,62.0000,-014.7100,,7,8.4
AGS1,1207,B,2014-01-19T00:05,62.0100,-014.7500,,7,8.4
AGS1,1208,B,2014-01-19T00:10,62.0200,-014.7900,,7,8.4
AGS1,1209,B,2014-01-19T00:15,62.0300,-014.8200,,7,8.4
AGS1,1210,B,2014-01-19T00:20,62.0400,-014.8600,,7,8.4
AGS1,1211,B,2014-01-19T00:25,62.0500,-014.9000,,7,8.4
AGS1,1212,B,2014-01-19T00:30,62.0600,-014.9400,,7,8.5
AGS1,1213,B,2014-01-19T00:35,62.0700,-014.9700,,7,8.5
AGS1,1214,B,2014-01-19T00:40,62.0800,-015.0100,,7,8.5
AGS1,1215,B,2014-01-19T00:45,62.0900,-015.0500,,7,8.4
AGS1,1216,B,2014-01-19T00:50,62.1000,-015.0900,,7,8.4
AGS1,1217,B,2014-01-19T00:55,62.1100,-015.1200,,7,8.5
AGS1,1218,B,2014-01-19T01:00,62.1200,-015.1600,,7,8.5
AGS1,1219,B,2014-01-19T01:05,62.1300,-015.2000,,7,8.5
AGS1,1220,B,2014-01-19T01:10,62.1400,-015.2400,,7,8.4
AGS1,1221,B,2014-01-19T01:15,62.1500,-015.2700,,7,8.5
AGS1,1222,B,2014-01-19T01:20,62.1600,-015.3100,,7,8.6
AGS1,1223,B,2014-01-19T01:25,62.1700,-015.3500,,7,8.5
AGS1,1224,B,2014-01-19T01:30,62.1800,-015.3800,,7,8.6
AGS1,1225,B,2014-01-19T01:35,62.1900,-015.4200,,7,8.6
AGS1,1226,B,2014-01-19T01:40,62.2000,-015.4600,,7,8.4
AGS1,1227,B,2014-01-19T01:45,62.2100,-015.5000,,7,8.6
AGS1,1228,B,2014-01-19T01:50,62.2200,-015.5300,,7,8.6
AGS1,1229,B,2014-01-19T01:55,62.2300,-015.5700,,7,8.6
AGS1,1230,B,2014-01-19T02:00,62.2400,-015.6100,,7,8.6
AGS1,1231,B,2014-01-19T02:05,62.2500,-015.6500,,7,8.6
AGS1,1232,B,2014-01-19T02:10,62.2600,-015.6800,,7,8.6
AGS1,1233,B,2014-01-19T02:15,62.2700,-015.7200,,7,8.5
AGS1,1234,B,2014-01-19T02:20,62.2800,-015.7600,,7,8.5
AGS1,1235,B,2014-01-19T02:25,62.2900,-015.7900,,7,8.4
AGS1,1236,B,2014-01-19T02:30,62.3100,-015.8300,,7,8.5
AGS1,1237,B,2014-01-19T02:35,62.3200,-015.8700,,7,8.5
AGS1,1238,B,2014-01-19T02:40,62.3300,-015.9100,,7,8.5
AGS1,1239,B,2014-01-19T02:45,62.3400,-015.9400,,7,8.4
AGS1,1240,B,2014-01-19T02:50,62.3500,-015.9800,,7,8.4
AGS1,1241,B,2014-01-19T02:55,62.3600,-016.0200,,7,8.4
AGS1,1242,B,2014-01-19T03:00,62.3700,-016.0600,,7,8.4
AGS1,1243,B,2014-01-19T03:05,62.3800,-016.0900,,7,8.4
AGS1,1244,B,2014-01-19T03:10,62.3900,-016.1300,,7,8.4
AGS1,1245,B,2014-01-19T03:15,62.4000,-016.1700,,7,8.4
AGS1,1246,B,2014-01-19T03:20,62.4100,-016.2100,,7,8.4
AGS1,1247,B,2014-01-19T03:25,62.4200,-016.2400,,7,8.4
AGS1,1248,B,2014-01-19T03:30,62.4300,-016.2800,,7,8.4
AGS1,1249,B,2014-01-19T03:35,62.4400,-016.3200,,7,8.4
AGS1,1250,B,2014-01-19T03:40,62.4500,-016.3500,,7,8.4
AGS1,1251,B,2014-01-19T03:45,62.4600,-016.3900,,7,8.4
AGS1,1252,B,2014-01-19T03:50,62.4700,-016.4300,,7,8.4
AGS1,1253,B,2014-01-19T03:55,62.4800,-016.4700,,7,8.3
AGS1,1254,B,2014-01-19T04:00,62.4900,-016.5000,,7,8.3
AGS1,1255,B,2014-01-19T04:05,62.5000,-016.5400,,7,8.3
AGS1,1256,B,2014-01-19T04:10,62.5100,-016.5800,,7,8.3
AGS1,1257,B,2014-01-19T04:15,62.5200,-016.6200,,7,8.3
AGS1,1258,B,2014-01-19T04:20,62.5300,-016.6500,,7,8.3
AGS1,1259,B,2014-01-19T04:25,62.5400,-016.6900,,7,8.3
AGS1,1260,B,2014-01-19T04:30,62.5500,-016.7300,,7,8.3
AGS1,1261,B,2014-01-19T04:35,62.5600,-016.7600,,7,8.3
AGS1,1262,B,2014-01-19T04:40,62.5700,-016.8000,,7,8.3
AGS1,1263,B,2014-01-19T04:45,62.5800,-016.8400,,7,8.4
AGS1,1264,B,2014-01-19T04:50,62.5900,-016.8800,,7,8.4
AGS1,1265,B,2014-01-19T04:55,62.6000,-016.9100,,7,8.5
AGS1,1266,B,2014-01-19T05:00,62.6200,-016.9500,,7,8.4
AGS1,1267,B,2014-01-19T05:05,62.6300,-016.9900,,7,8.4
AGS1,1268,B,2014-01-19T05:10,62.6400,-017.0300,,7,8.5
AGS1,1269,B,2014-01-19T05:15,62.6500,-017.0600,,7,8.5
AGS1,1270,B,2014-01-19T05:20,62.6600,-017.1000,,7,8.4
AGS1,1271,B,2014-01-19T05:25,62.6700,-017.1400,,7,8.5
AGS1,1272,B,2014-01-19T05:30,62.6800,-017.1700,,7,8.5
AGS1,1273,B,2014-01-19T05:35,62.6900,-017.2100,,7,8.4
AGS1,1274,B,2014-01-19T05:40,62.7000,-017.2500,,7,8.3
AGS1,1275,B,2014-01-19T05:45,62.7100,-017.2900,,7,8.3
AGS1,1276,B,2014-01-19T05:50,62.7200,-017.3200,,7,8.3
AGS1,1277,B,2014-01-19T05:55,62.7300,-017.3600,,7,8.3
AGS1,1278,B,2014-01-19T06:00,62.7400,-017.4000,,7,8.3
AGS1,1279,B,2014-01-19T06:05,62.7500,-017.4400,,7,8.3
AGS1,1280,B,2014-01-19T06:10,62.7600,-017.4700,,7,8.3
AGS1,1281,B,2014-01-19T06:15,62.7700,-017.5100,,7,8.3
AGS1,1282,B,2014-01-19T06:20,62.7800,-017.5500,,7,8.2
AGS1,1283,B,2014-01-19T06:25,62.7900,-017.5900,,7,8.2
AGS1,1284,B,2014-01-19T06:30,62.8000,-017.6200,,7,8.2
AGS1,1285,B,2014-01-19T06:35,62.8100,-017.6600,,7,8.2
AGS1,1286,B,2014-01-19T06:40,62.8200,-017.7000,,7,8.3
AGS1,1287,B,2014-01-19T06:45,62.8300,-017.7300,,7,8.3
AGS1,1288,B,2014-01-19T06:50,62.8400,-017.7700,,7,8.3
AGS1,1289,B,2014-01-19T06:55,62.8500,-017.8100,,7,8.2
AGS1,1290,B,2014-01-19T07:00,62.8600,-017.8500,,7,8.3
AGS1,1291,B,2014-01-19T07:05,62.8700,-017.8800,,7,8.3
AGS1,1292,B,2014-01-19T07:10,62.8800,-017.9200,,7,8.3
AGS1,1293,B,2014-01-19T07:15,62.8900,-017.9600,,7,8.3
AGS1,1294,B,2014-01-19T07:20,62.9000,-018.0000,,7,8.3
AGS1,1295,B,2014-01-19T07:25,62.9100,-018.0300,,7,8.3
AGS1,1296,B,2014-01-19T07:30,62.9300,-018.0700,,7,8.3
