10.90900679,9.407047181,3.71879758,6.022835105,15.25333334,11.834,6.37555654,12.03102267,14.87438386,11.17687246
10.90900679,9.468371382,4.322519566,6.243182174,15.01277778,11.834,6.598282944,12.03102267,14.61967005,11.17687246
10.90900679,9.529695583,4.926241553,6.463529244,14.77222222,11.834,6.821009347,12.03102267,14.36495625,11.17687246
10.90900679,9.591019784,5.529963539,6.683876314,14.53166667,11.834,7.04373575,12.03102267,14.11024245,11.17687246
10.90900679,12.34444444,4.7,7,14.29111111,11.834,7.266462154,12.03102267,13.85552865,11.17687246
10.90900679,9.713668186,6.737407512,7.124570454,14.05055556,11.834,7.489188557,12.03102267,13.60081485,11.17687246
10.90900679,9.774992388,7.341129499,7.344917523,13.81,11.834,7.711914961,12.03102267,13.34610105,11.17687246
10.90900679,9.836316589,7.944851485,7.565264593,13.56944445,11.834,7.934641364,12.03102267,13.09138725,11.17687246
9.26,9.89764079,15.645,7.15,13.32888889,11.834,8.157367767,12.03102267,12.83667344,11.17687246
9.6,9.958964991,4.9,5.15,13.08833333,11.834,8.380094171,12.03102267,12.58195964,11.17687246
10.90900679,10.02028919,9.756017444,7.633333333,12.84777778,11.834,8.602820574,12.03102267,12.32724584,11.17687246
10.90900679,10.08161339,10.35973943,8.446652872,12.60722222,11.834,8.825546978,12.03102267,12.07253204,11.17687246
12.92279112,5.9,10.96346142,11.234,13.2,11.834,8.713,12.03102267,12.225,11.17687246
10.9464011,10.26666667,10.65,10.1065625,10.26666667,11.834,8.742244898,12.03102267,12.06288889,11.17687246
11.16666667,9.8,11.55,10.19076923,11.9,11.834,8.713,12.674,11.4437963,11.17687246
11.55818182,8.486666667,11.078,10.31384615,11.225,11.834,11.68005525,11.39660526,10.08960592,11.17687246
10.90900679,10.3882344,16.19333333,10.5,11.15,11.834,10.55571429,11.10714385,9.909055118,11.17687246
10.90900679,10.4495586,13.3,9.59,12.3,11.834,10.16375,11.16,10.54424923,11.17687246
10.90900679,10.5108828,8.866666667,9,12,11.834,10.1,12.1205,10.28953543,11.17687246
10.90900679,13,20.6,10.20942943,11.7,11.834,9.954761905,13.081,10.84642857,11.17687246
10.90900679,12,15.79323731,10.4297765,11.7,11.834,10.83008461,12.59664407,9.780107825,11.17687246
10.90900679,10.69485541,16.3969593,9,7.4,11.834,11.05281101,12.11228814,9.525394023,11.17687246
10.90900679,10.75617961,17.00068128,10.87047064,9.961111111,11.834,11.27553741,12.03102267,9.270680222,11.17687246
7.080551982,9.020204426,10.23072929,12.73407782,4.020582418,12.98281819,7.667941664,12.89048742,12.51671059,11.01929609
